Timestamp,WVHT,DPD,APD
2024-06-02T03:26:00,2.39,7.69,5.92
2024-06-02T04:26:00,2.35,8.33,6.47
2024-06-02T04:56:00,2.43,8.33,6.71
2024-06-02T05:26:00,2.19,8.33,6.54
2024-06-02T05:56:00,2.09,9.09,6.38
2024-06-02T06:26:00,2.55,9.09,6.95
2024-06-02T06:56:00,2.35,8.33,6.97
2024-06-02T07:26:00,2.46,8.33,6.78
2024-06-02T07:56:00,2.31,8.33,6.72
2024-06-02T08:26:00,2.15,8.33,6.66
2024-06-02T08:56:00,2.29,8.33,6.72
2024-06-02T09:26:00,2.29,8.33,6.76
2024-06-02T09:56:00,2.22,8.33,6.47
2024-06-02T10:26:00,2.33,8.33,6.72
2024-06-02T10:56:00,2.23,8.33,6.57
2024-06-02T11:26:00,2.19,8.33,6.35
2024-06-02T11:56:00,2.18,8.33,6.39
2024-06-02T12:26:00,2.21,8.33,6.35
2024-06-02T12:56:00,2.04,8.33,6.04
2024-06-02T13:26:00,2.18,8.33,5.96
2024-06-02T13:56:00,2.18,8.33,6.04
2024-06-02T14:26:00,2.20,8.33,6.21
2024-06-02T14:56:00,1.99,8.33,5.83
2024-06-02T15:26:00,2.16,7.69,5.73
2024-06-02T15:56:00,2.17,7.69,5.64
2024-06-02T16:26:00,2.40,7.69,5.71
2024-06-02T16:56:00,2.43,7.14,5.74
2024-06-02T17:26:00,2.59,7.14,5.88
2024-06-02T17:56:00,2.64,8.33,5.76
2024-06-02T18:26:00,2.74,7.69,5.96
2024-06-02T18:56:00,2.84,7.14,6.09
2024-06-02T19:26:00,2.95,7.69,6.13
2024-06-02T19:56:00,2.92,7.69,6.21
2024-06-02T20:26:00,3.22,8.33,6.47
2024-06-02T20:56:00,3.06,7.69,6.42
2024-06-02T21:26:00,3.27,8.33,6.60
2024-06-02T21:56:00,3.19,8.33,6.56
2024-06-02T22:26:00,3.34,9.09,6.91
2024-06-02T22:56:00,3.14,9.09,6.77
2024-06-02T23:26:00,3.36,9.09,7.23
2024-06-02T23:56:00,3.12,8.33,7.00
2024-06-03T00:26:00,3.24,9.09,7.24
2024-06-03T00:56:00,3.23,9.09,7.23
2024-06-03T01:26:00,3.20,8.33,7.22
2024-06-03T01:56:00,3.18,9.09,7.30
2024-06-03T02:26:00,3.21,9.09,7.29
2024-06-03T02:56:00,3.28,9.09,7.44
2024-06-03T03:26:00,3.08,9.09,7.45
2024-06-03T03:56:00,3.04,9.09,7.38
2024-06-03T04:26:00,2.93,9.09,7.18
2024-06-03T04:56:00,2.89,8.33,7.03
2024-06-03T05:26:00,2.95,9.09,6.94
2024-06-03T05:56:00,3.26,9.09,7.43
2024-06-03T06:26:00,3.00,9.88,7.36
2024-06-03T06:56:00,2.88,9.09,7.02
2024-06-03T07:26:00,2.92,9.09,7.17
2024-06-03T07:56:00,2.85,9.88,6.94
2024-06-03T08:26:00,2.81,9.09,6.90
2024-06-03T08:56:00,2.78,9.09,6.43
2024-06-03T09:26:00,2.92,9.09,6.56
2024-06-03T09:56:00,3.01,9.09,6.53
2024-06-03T10:26:00,2.87,9.09,6.53
2024-06-03T10:56:00,3.19,9.09,6.68
2024-06-03T11:26:00,3.16,8.33,6.66
2024-06-03T11:56:00,3.29,9.09,6.78
2024-06-03T12:26:00,2.98,9.09,6.63
2024-06-03T12:56:00,3.33,9.09,6.89
2024-06-03T13:26:00,3.24,9.09,6.81
2024-06-03T13:56:00,3.37,14.29,7.17
2024-06-03T14:26:00,3.31,9.09,6.97
2024-06-03T14:56:00,3.51,9.09,7.20
2024-06-03T15:26:00,3.38,9.09,6.96
2024-06-03T15:56:00,3.68,9.09,7.17
2024-06-03T16:26:00,3.75,9.09,7.38
2024-06-03T16:56:00,4.06,9.09,7.46
2024-06-03T17:26:00,3.90,9.88,7.52
2024-06-03T17:56:00,4.14,9.88,7.68
2024-06-03T18:26:00,4.44,9.88,7.92
2024-06-03T18:56:00,4.62,9.88,8.23
2024-06-03T19:26:00,4.64,9.88,8.25
2024-06-03T19:56:00,4.83,9.88,8.45
2024-06-03T20:26:00,4.98,9.88,8.68
2024-06-03T20:56:00,5.29,11.76,8.96
2024-06-03T21:26:00,5.19,11.11,8.93
2024-06-03T21:56:00,5.23,11.11,9.08
2024-06-03T22:26:00,5.03,12.50,9.22
2024-06-03T22:56:00,5.60,13.33,9.38
2024-06-03T23:26:00,6.11,12.50,9.72
2024-06-03T23:56:00,6.05,13.33,9.40
2024-06-04T00:26:00,6.52,12.50,10.02
2024-06-04T00:56:00,7.01,13.33,10.10
2024-06-04T01:26:00,7.20,12.50,10.03
2024-06-04T01:56:00,7.82,13.33,10.44
2024-06-04T02:26:00,6.80,14.29,9.68
2024-06-04T02:56:00,7.69,14.29,10.49
2024-06-04T03:26:00,7.36,14.29,10.29
2024-06-04T03:56:00,6.62,12.50,9.88
2024-06-04T04:26:00,7.19,15.38,10.32
2024-06-04T04:56:00,6.24,16.67,10.02
2024-06-04T05:26:00,6.15,14.29,9.60
2024-06-04T05:56:00,6.37,15.38,9.84
2024-06-04T06:26:00,6.46,14.29,9.65
2024-06-04T06:56:00,6.27,15.38,10.01
2024-06-04T07:26:00,6.16,13.33,10.03
2024-06-04T07:56:00,6.11,11.11,9.41
2024-06-04T08:26:00,6.18,14.29,9.76
2024-06-04T08:56:00,6.05,13.33,9.81
2024-06-04T09:26:00,5.66,12.50,9.63
2024-06-04T09:56:00,5.82,15.38,9.88
2024-06-04T10:26:00,5.52,11.76,9.28
2024-06-04T10:56:00,5.49,15.38,9.43
2024-06-04T11:26:00,5.86,12.50,9.82
2024-06-04T11:56:00,5.48,14.29,9.35
2024-06-04T12:26:00,5.25,14.29,9.14
2024-06-04T12:56:00,5.05,11.76,8.98
2024-06-04T13:26:00,5.07,13.33,8.97
2024-06-04T13:56:00,5.52,12.50,9.21
2024-06-04T14:26:00,5.62,13.33,9.43
2024-06-04T14:56:00,5.23,14.29,9.03
2024-06-04T15:26:00,4.96,11.76,8.74
2024-06-04T15:56:00,4.71,14.29,8.68
2024-06-04T16:26:00,5.15,13.33,8.90
2024-06-04T16:56:00,4.80,13.33,8.52
2024-06-04T17:26:00,4.95,14.29,8.83
2024-06-04T17:56:00,4.83,14.29,8.89
2024-06-04T18:26:00,4.60,11.76,8.46
2024-06-04T18:56:00,4.81,11.76,8.80
2024-06-04T19:26:00,4.25,12.50,8.53
2024-06-04T19:56:00,4.37,13.33,8.58
2024-06-04T20:26:00,4.24,12.50,8.42
